Title,Description,Keywords,Reward,AssignmentDurationInSeconds,WorkTimeInSeconds,Answer.00,Answer.01,Answer.02,Answer.03,Answer.04,Answer.05,Answer.06,Answer.07,Answer.08,Answer.09,Answer.10,Answer.11,Answer.12,Answer.13,Answer.14,Answer.15,Answer.16,Answer.17,Answer.18,Answer.19,Answer.20
Identify Golden Gate Bridge (BONUS available),Identify if the given photos depict the Golden Gate bridge or not,"BONUS, identify, golden gate bridge, san francisco, california, classify, photo",$0.03,1800,232,00:A2,01:B1,02:B2,03:B2,04:A1,05:0,06:A1,07:B1,08:B1,09:B1,10:A1,11:A1,12:A1,13:A1,14:A1,15:A1,16:A1,17:A1,18:A1,19:B1,20:0
Identify Golden Gate Bridge (BONUS available),Identify if the given photos depict the Golden Gate bridge or not,"BONUS, identify, golden gate bridge, san francisco, california, classify, photo",$0.03,1800,194,00:A2,01:B2,02:B2,03:B2,04:B2,05:A1,06:A1,07:B2,08:B2,09:B2,10:A1,11:A1,12:A1,13:0,14:0,15:0,16:B1,17:A2,18:B1,19:0,20:0
Identify Golden Gate Bridge (BONUS available),Identify if the given photos depict the Golden Gate bridge or not,"BONUS, identify, golden gate bridge, san francisco, california, classify, photo",$0.03,1800,247,00:A2,01:B2,02:B2,03:B2,04:B2,05:B2,06:A2,07:B2,08:B2,09:B2,10:B2,11:A2,12:A2,13:B2,14:B2,15:B2,16:B2,17:A2,18:B2,19:A2,20:0
Identify Golden Gate Bridge (BONUS available),Identify if the given photos depict the Golden Gate bridge or not,"BONUS, identify, golden gate bridge, san francisco, california, classify, photo",$0.03,1800,139,00:A2,01:0,02:B2,03:B2,04:B1,05:0,06:0,07:B2,08:B2,09:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,17:0,18:0,19:0,20:0
Identify Golden Gate Bridge (BONUS available),Identify if the given photos depict the Golden Gate bridge or not,"BONUS, identify, golden gate bridge, san francisco, california, classify, photo",$0.03,1800,120,00:A2,01:B2,02:B2,03:B2,04:B2,05:B2,06:A2,07:B2,08:B2,09:B2,10:B2,11:A2,12:A2,13:0,14:B2,15:B2,16:B2,17:A2,18:B2,19:A1,20:B2
Identify Golden Gate Bridge (BONUS available),Identify if the given photos depict the Golden Gate bridge or not,"BONUS, identify, golden gate bridge, san francisco, california, classify, photo",$0.03,1800,234,00:A2,01:B2,02:B2,03:B2,04:B2,05:0,06:A1,07:B2,08:B2,09:B2,10:0,11:A1,12:A1,13:0,14:0,15:0,16:0,17:A1,18:B2,19:A1,20:B1
Identify Golden Gate Bridge (BONUS available),Identify if the given photos depict the Golden Gate bridge or not,"BONUS, identify, golden gate bridge, san francisco, california, classify, photo",$0.03,1800,146,00:A2,01:B1,02:B2,03:B2,04:B2,05:B2,06:A1,07:B2,08:B2,09:B2,10:0,11:A1,12:A1,13:B1,14:B2,15:A1,16:B2,17:A2,18:B2,19:A1,20:0
Identify Golden Gate Bridge (BONUS available),Identify if the given photos depict the Golden Gate bridge or not,"BONUS, identify, golden gate bridge, san francisco, california, classify, photo",$0.03,1800,104,00:A2,01:B1,02:B1,03:B2,04:A1,05:A1,06:A1,07:B2,08:B1,09:A1,10:A1,11:A1,12:A1,13:A1,14:A1,15:A1,16:B1,17:A1,18:A1,19:A1,20:A1
Identify Golden Gate Bridge (BONUS available),Identify if the given photos depict the Golden Gate bridge or not,"BONUS, identify, golden gate bridge, san francisco, california, classify, photo",$0.03,1800,165,00:A2,01:B2,02:B2,03:B2,04:B2,05:B2,06:A2,07:B2,08:B2,09:B2,10:B2,11:A2,12:A2,13:B2,14:B2,15:B2,16:B2,17:A2,18:B2,19:A2,20:0
Identify Golden Gate Bridge (BONUS available),Identify if the given photos depict the Golden Gate bridge or not,"BONUS, identify, golden gate bridge, san francisco, california, classify, photo",$0.03,1800,310,00:A2,01:A2,02:A2,03:B2,04:A2,05:A2,06:A2,07:B2,08:A2,09:A2,10:A2,11:A2,12:A2,13:A2,14:A2,15:A2,16:A2,17:A2,18:A2,19:A2,20:B2
Identify Golden Gate Bridge (BONUS available),Identify if the given photos depict the Golden Gate bridge or not,"BONUS, identify, golden gate bridge, san francisco, california, classify, photo",$0.03,1800,89,00:A2,01:A1,02:B2,03:B1,04:B1,05:A1,06:A2,07:B2,08:B2,09:B2,10:B2,11:A1,12:A1,13:B1,14:A1,15:0,16:0,17:A2,18:0,19:0,20:A1
Identify Golden Gate Bridge (BONUS available),Identify if the given photos depict the Golden Gate bridge or not,"BONUS, identify, golden gate bridge, san francisco, california, classify, photo",$0.03,1800,559,00:A2,01:B2,02:B2,03:B2,04:B2,05:B2,06:A2,07:B2,08:B2,09:B2,10:B2,11:A2,12:A2,13:B2,14:B2,15:B2,16:B2,17:A2,18:B2,19:A2,20:0
Identify Golden Gate Bridge (BONUS available),Identify if the given photos depict the Golden Gate bridge or not,"BONUS, identify, golden gate bridge, san francisco, california, classify, photo",$0.03,1800,129,00:A2,01:B2,02:B2,03:B2,04:B2,05:0,06:A1,07:B2,08:0,09:0,10:0,11:0,12:0,13:0,14:0,15:0,16:B1,17:0,18:0,19:A1,20:A2
Identify Golden Gate Bridge (BONUS available),Identify if the given photos depict the Golden Gate bridge or not,"BONUS, identify, golden gate bridge, san francisco, california, classify, photo",$0.03,1800,233,00:A2,01:B2,02:B2,03:B2,04:B2,05:B1,06:A1,07:B2,08:B2,09:B2,10:B1,11:A1,12:A1,13:B1,14:B1,15:B1,16:B1,17:A1,18:B2,19:A1,20:0
