Title,Description,Keywords,Reward,AssignmentDurationInSeconds,WorkTimeInSeconds,Answer.00,Answer.01,Answer.02,Answer.03,Answer.04,Answer.05,Answer.06,Answer.07,Answer.08,Answer.09,Answer.10,Answer.11,Answer.12,Answer.13,Answer.14,Answer.15,Answer.16,Answer.17,Answer.18,Answer.19,Answer.20,Answer.21,Answer.22,Answer.23,Answer.24,Answer.25,Answer.26,Answer.27,Answer.28,Answer.29,Answer.30,Answer.31,Answer.32,Answer.33,Answer.34,Answer.35,Answer.36,Answer.37,Answer.38,Answer.39,Answer.40,Answer.41,Answer.42,Answer.43,Answer.44,Answer.45,Answer.46,Answer.47,Answer.48,Answer.49,Answer.50,Answer.51,Answer.52,Answer.53,Answer.54,Answer.55,Answer.56,Answer.57,Answer.58,Answer.59,Answer.60,Answer.61,Answer.62,Answer.63,Answer.64,Answer.65,Answer.66,Answer.67,Answer.68,Answer.69,Answer.70,Answer.71,Answer.72,Answer.73,Answer.74,Answer.75,Answer.76,Answer.77,Answer.78,Answer.79,Answer.80,Answer.81,Answer.82,Answer.83,Answer.84
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,475,00:G,01:C,02:A,03:B,04:C,05:C,06:A,07:J,08:E,09:D,10:H,11:J,12:E,13:I,14:A,15:H,16:B,17:H,18:H,19:G,20:G,21:J,22:J,23:I,24:E,25:D,26:E,27:H,28:I,29:E,30:H,31:I,32:D,33:D,34:F,35:E,36:H,37:C,38:B,39:I,40:F,41:F,42:I,43:E,44:F,45:D,46:J,47:J,48:A,49:J,50:D,51:B,52:A,53:J,54:F,55:B,56:E,57:G,58:E,59:F,60:B,61:A,62:E,63:G,64:F,65:D,66:D,67:J,68:G,69:A,70:I,71:I,72:E,73:D,74:G,75:J,76:H,77:B,78:F,79:E,80:A,81:E,82:G,83:G,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,1945,00:G,01:E,02:A,03:B,04:C,05:C,06:A,07:J,08:G,09:D,10:H,11:J,12:C,13:J,14:A,15:H,16:B,17:H,18:H,19:G,20:G,21:J,22:I,23:I,24:C,25:D,26:C,27:H,28:I,29:E,30:G,31:I,32:D,33:D,34:F,35:C,36:H,37:C,38:B,39:I,40:F,41:F,42:I,43:C,44:F,45:D,46:I,47:J,48:A,49:J,50:D,51:B,52:A,53:A,54:F,55:B,56:C,57:G,58:C,59:B,60:B,61:A,62:C,63:G,64:F,65:D,66:D,67:J,68:G,69:A,70:I,71:I,72:C,73:D,74:G,75:J,76:H,77:B,78:F,79:C,80:A,81:C,82:G,83:G,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,757,00:G,01:C,02:A,03:B,04:C,05:C,06:A,07:J,08:C,09:D,10:H,11:J,12:C,13:I,14:A,15:H,16:B,17:H,18:H,19:G,20:G,21:J,22:J,23:I,24:C,25:D,26:C,27:H,28:I,29:C,30:H,31:I,32:D,33:D,34:F,35:C,36:H,37:C,38:B,39:I,40:F,41:F,42:I,43:C,44:F,45:D,46:J,47:J,48:A,49:J,50:D,51:B,52:A,53:J,54:F,55:B,56:C,57:G,58:C,59:F,60:B,61:A,62:C,63:G,64:F,65:D,66:D,67:I,68:G,69:A,70:I,71:I,72:C,73:D,74:G,75:J,76:H,77:B,78:F,79:C,80:A,81:C,82:G,83:G,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,1014,00:G,01:C,02:A,03:B,04:E,05:E,06:A,07:J,08:C,09:D,10:E,11:I,12:E,13:I,14:A,15:H,16:B,17:H,18:H,19:D,20:C,21:J,22:J,23:I,24:E,25:D,26:E,27:H,28:I,29:E,30:H,31:I,32:D,33:D,34:F,35:E,36:H,37:E,38:B,39:I,40:F,41:F,42:C,43:C,,45:D,46:C,47:J,48:A,49:J,50:D,51:B,52:A,53:J,54:D,55:B,56:E,57:E,58:C,59:G,60:B,61:A,62:E,63:C,64:F,65:D,66:D,67:I,68:D,69:A,70:I,71:I,72:C,73:D,74:D,75:J,76:H,77:B,78:F,79:E,80:A,81:E,82:G,83:G,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,748,00:G,01:E,02:A,03:B,04:C,05:E,06:A,07:J,08:E,09:D,10:H,11:J,12:C,13:I,14:A,15:H,16:B,17:H,18:H,19:G,20:G,21:J,22:J,23:I,24:E,25:D,26:C,27:H,28:I,29:E,30:H,31:I,32:D,33:D,34:F,35:E,36:H,37:E,38:B,39:I,40:F,41:F,42:I,43:E,44:F,45:D,46:J,47:J,48:A,49:J,50:D,51:B,52:A,53:J,54:F,55:B,56:E,57:G,58:E,59:F,60:B,61:A,62:C,63:G,64:F,65:D,66:D,67:I,68:G,69:A,70:I,71:I,72:E,73:D,74:G,75:J,76:H,77:B,78:F,79:E,80:A,81:C,82:G,83:G,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,528,00:G,01:E,02:A,03:B,04:E,05:C,06:A,07:F,08:C,09:H,10:D,11:J,12:E,13:I,14:A,15:D,,17:H,,19:G,20:G,,22:I,,24:C,25:D,26:C,27:H,28:J,29:C,30:H,31:I,32:D,33:D,34:F,35:C,36:H,37:C,38:B,39:I,40:F,41:F,42:J,43:E,44:F,45:D,,47:J,48:A,49:J,50:D,51:B,52:A,,54:F,55:B,56:E,57:G,58:C,59:F,60:B,61:A,62:E,63:G,64:F,65:D,66:D,67:I,68:G,69:A,70:J,71:J,72:E,73:D,74:G,75:I,76:H,77:B,78:F,79:C,80:B,81:E,82:G,83:G,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,13239,00:G,01:C,02:A,03:B,04:C,05:C,06:A,07:J,08:C,09:D,10:H,11:J,12:C,13:I,14:A,15:H,16:B,17:H,18:H,19:G,20:G,21:J,22:J,23:J,24:E,25:D,26:C,27:H,28:J,29:C,30:H,31:J,32:D,33:D,34:F,35:C,36:H,37:C,38:B,39:J,40:F,41:F,42:J,43:C,44:F,45:D,46:I,47:I,48:A,49:I,50:D,51:B,52:A,53:J,54:F,55:B,56:C,57:G,58:C,59:F,60:B,61:A,62:C,63:G,64:F,65:D,66:D,67:J,68:G,69:A,70:J,71:J,72:C,73:D,74:G,75:I,76:H,77:B,78:F,79:C,80:A,81:E,82:G,83:G,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,510,00:G,01:C,02:A,03:B,04:C,05:E,06:A,07:J,08:C,09:D,10:H,11:J,12:C,13:I,14:A,15:H,16:B,17:H,18:H,19:G,20:G,21:J,22:J,23:I,24:E,25:D,26:E,27:H,28:I,29:E,30:H,31:I,32:D,33:D,34:F,35:E,36:H,37:C,38:B,39:I,40:F,41:F,42:I,43:C,44:F,45:D,46:J,47:J,48:A,49:J,50:D,51:B,52:A,53:J,54:F,55:B,56:E,57:G,58:C,59:F,60:B,61:A,62:C,63:G,64:F,65:D,66:D,67:I,68:G,69:A,70:I,71:I,72:C,73:D,74:G,75:J,76:H,77:B,78:F,79:C,80:A,81:E,82:G,83:G,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,539,00:G,01:C,02:A,03:B,04:C,05:C,06:A,07:J,08:C,09:D,10:H,11:J,12:C,13:I,14:A,15:H,16:B,17:H,18:H,19:G,20:G,21:J,22:J,23:I,24:C,25:D,26:C,27:H,28:I,29:C,30:H,31:I,32:D,33:D,34:F,35:C,36:H,37:C,38:B,39:I,40:F,41:F,42:I,43:C,44:F,45:D,46:J,47:J,48:A,49:J,50:D,51:B,52:A,53:J,54:F,55:B,56:C,57:G,58:C,59:F,60:B,61:A,62:C,63:G,64:F,65:D,66:D,67:I,68:G,69:A,70:I,71:I,72:C,73:D,74:G,75:J,76:H,77:B,78:F,79:C,80:A,81:C,82:G,83:G,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,309,00:G,01:C,02:H,03:J,04:E,05:E,06:H,07:J,08:C,09:D,10:I,11:A,12:E,13:I,14:A,15:D,16:B,17:D,18:D,19:G,20:G,21:J,22:J,23:I,24:E,25:G,26:C,27:D,28:A,29:C,30:D,31:I,32:G,33:G,34:F,35:E,36:D,37:C,38:F,39:I,40:F,41:F,42:I,43:C,44:F,45:D,46:A,47:A,48:H,49:J,50:D,51:B,52:H,53:J,54:F,55:B,56:E,57:G,58:E,59:F,60:B,61:H,62:E,63:G,64:F,65:D,66:D,67:I,68:G,69:H,70:I,71:I,72:C,73:D,74:G,75:J,76:D,77:B,78:F,79:C,80:H,81:E,82:G,83:G,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,758,00:G,01:E,02:A,03:B,04:C,05:C,06:A,07:J,08:C,09:H,10:H,11:J,12:C,13:I,14:A,15:H,16:B,17:H,18:H,19:G,20:G,21:J,22:J,23:I,24:E,25:D,26:C,27:H,28:I,29:C,30:H,31:I,32:D,33:D,34:F,35:E,36:H,37:C,38:B,39:I,40:F,41:F,42:I,43:E,44:F,45:H,46:J,47:J,48:A,49:J,50:D,51:B,52:A,53:J,54:F,55:B,56:C,57:G,58:E,59:F,60:B,61:A,62:E,63:G,64:F,65:D,66:D,67:I,68:G,69:A,70:I,71:I,72:C,73:D,74:G,75:J,76:H,77:B,78:F,79:E,80:A,81:C,82:G,83:G,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,746,00:G,01:E,02:A,03:B,04:C,05:C,06:A,07:J,08:C,09:D,10:H,11:J,12:C,13:I,14:A,15:H,16:B,17:H,18:H,19:G,20:G,21:J,22:J,23:I,24:E,25:D,26:E,27:H,28:I,29:C,30:H,31:I,32:D,33:D,34:F,35:E,36:H,37:E,38:B,39:I,40:F,41:F,42:I,43:C,44:F,45:D,46:J,47:J,48:A,49:J,50:D,51:B,52:A,53:J,54:D,55:B,56:E,57:G,58:C,59:F,60:B,61:A,62:C,63:G,64:F,65:D,66:D,67:I,68:G,69:A,70:I,71:I,72:C,73:D,74:G,75:J,76:H,77:B,78:F,79:C,80:A,81:C,82:G,83:G,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,448,00:G,01:C,02:A,03:B,04:C,05:E,06:A,07:J,08:C,09:D,10:D,11:J,12:C,13:I,14:A,15:H,16:B,17:H,18:H,19:G,20:G,21:J,22:J,23:I,24:E,25:D,26:E,27:H,28:I,29:E,30:H,31:I,32:D,33:D,34:F,35:E,36:H,37:E,38:B,39:I,40:F,41:F,42:I,43:C,44:F,45:D,46:J,47:J,48:A,49:J,50:D,51:B,52:A,53:J,54:F,55:B,56:E,57:G,58:C,59:F,60:B,61:A,62:C,63:G,64:F,65:D,66:D,67:I,68:G,69:A,70:I,71:I,72:C,73:D,74:G,75:J,76:H,77:B,78:F,79:C,80:A,81:C,82:G,83:G,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,517,00:G,01:E,02:A,03:B,04:C,05:E,06:A,07:J,08:C,09:D,10:H,11:J,12:C,13:I,14:A,15:H,16:B,17:H,18:H,19:G,20:G,21:J,22:J,23:I,24:E,25:D,26:E,27:H,28:I,29:E,30:H,31:I,32:D,33:D,34:F,35:E,36:H,37:E,38:B,39:I,40:F,41:F,42:I,43:C,44:F,45:D,46:J,47:J,48:A,49:J,50:D,51:B,52:A,53:J,54:F,55:B,56:E,57:G,58:C,59:F,60:B,61:A,62:E,63:G,64:F,65:D,66:D,67:I,68:G,69:A,70:I,71:I,72:C,73:D,74:G,75:J,76:H,77:B,78:F,79:C,80:A,81:E,82:G,83:G,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,1752,00:B,01:E,02:A,03:G,04:E,05:E,06:A,07:J,08:C,09:D,10:B,11:J,12:C,13:I,14:A,15:A,16:B,17:A,18:A,19:G,20:G,21:J,22:J,23:J,24:C,25:D,26:E,27:D,28:I,29:C,30:H,31:I,32:D,33:D,34:F,35:C,36:H,37:E,38:B,39:I,40:F,41:F,42:I,43:E,44:F,45:D,46:J,47:J,48:A,49:J,50:D,51:B,52:A,53:J,54:F,55:B,56:C,57:G,58:C,59:F,60:B,61:A,62:E,63:G,64:F,65:D,66:D,67:I,68:G,69:A,70:I,71:I,72:E,73:D,74:G,75:J,76:H,77:B,78:F,79:C,80:J,81:E,82:G,83:G,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,861,00:G,01:C,02:A,03:B,04:C,05:E,06:A,07:J,08:C,09:D,10:H,11:J,12:C,13:I,14:A,15:H,16:B,17:H,18:H,19:G,20:G,21:J,22:J,23:I,24:E,25:D,26:C,27:H,28:I,29:C,30:H,31:I,32:D,33:D,34:F,35:E,36:H,37:E,38:B,39:I,40:F,41:F,42:I,43:C,44:F,45:D,46:J,47:J,48:A,49:J,50:D,51:B,52:A,53:J,54:F,55:B,56:E,57:G,58:C,59:F,60:B,61:A,62:C,63:G,64:F,65:D,66:D,67:I,68:G,69:A,70:I,71:I,72:C,73:D,74:G,75:J,76:H,77:B,78:F,79:C,80:A,81:C,82:G,83:G,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,575,00:G,01:C,02:A,03:B,04:C,05:C,06:A,07:J,08:C,09:D,10:H,11:J,12:C,13:I,14:A,15:H,16:B,17:H,18:H,19:G,20:G,21:J,22:J,23:I,24:C,25:D,26:C,27:H,28:I,29:C,30:H,31:I,32:D,33:D,34:F,35:C,36:H,37:C,38:B,39:I,40:F,41:F,42:I,43:C,44:F,45:D,46:J,47:J,48:A,49:J,50:D,51:B,52:A,53:J,54:F,55:B,56:C,57:G,58:C,59:F,60:B,61:A,62:C,63:G,64:F,65:D,66:D,67:I,68:G,69:A,70:I,71:I,72:C,73:D,74:G,75:J,76:H,77:B,78:F,79:C,80:A,81:C,82:G,83:G,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,848,00:G,01:C,02:A,03:B,04:C,05:E,06:A,07:J,08:C,09:D,10:H,11:J,12:C,13:I,14:A,15:H,16:B,17:H,18:H,19:G,20:G,21:J,22:J,23:I,24:E,25:D,26:E,27:H,28:I,29:E,30:H,31:I,32:D,33:D,34:F,35:E,36:H,37:E,38:B,39:I,40:F,41:F,42:I,43:C,44:F,45:D,46:J,47:J,48:A,49:J,50:D,51:B,52:A,53:J,54:F,55:B,56:E,57:G,58:C,59:F,60:B,61:A,62:C,63:G,64:F,65:D,66:D,67:I,68:G,69:A,70:I,71:I,72:C,73:D,74:G,75:J,76:H,77:B,78:F,79:C,80:A,81:E,82:G,83:G,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,2101,00:G,01:E,02:A,03:B,04:E,05:C,06:A,07:J,08:C,09:H,10:D,11:J,12:C,13:A,14:A,15:H,16:B,17:H,18:D,19:G,20:G,21:A,22:A,23:A,24:E,25:G,26:C,27:H,28:I,29:C,30:H,31:I,32:D,33:D,34:F,35:C,36:H,37:C,38:B,39:I,40:F,41:B,42:I,43:C,44:D,45:D,46:I,47:I,48:A,49:A,50:F,51:B,52:A,53:J,54:F,55:B,56:C,57:E,58:C,59:G,60:B,61:A,62:C,63:C,64:F,65:D,66:D,67:I,68:F,69:A,70:I,71:I,72:C,73:F,74:F,75:A,76:H,77:B,78:F,79:C,80:A,81:C,82:F,83:F,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,634,00:G,01:C,02:A,03:B,04:C,05:E,06:A,07:J,08:C,09:D,10:H,11:J,12:C,13:I,14:A,15:H,16:B,17:H,18:H,19:G,20:G,21:J,22:J,23:I,24:E,25:D,26:E,27:H,28:I,29:E,30:H,31:I,32:D,33:D,34:F,35:E,36:H,37:E,38:B,39:I,40:F,41:F,42:I,43:C,44:F,45:D,46:J,47:J,48:A,49:J,50:D,51:B,52:A,53:J,54:F,55:B,56:E,57:G,58:C,59:F,60:B,61:A,62:C,63:G,64:F,65:D,66:D,67:I,68:G,69:A,70:I,71:I,72:C,73:D,74:G,75:J,76:H,77:B,78:F,79:C,80:A,81:C,82:G,83:G,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,409,00:I,01:C,02:A,03:J,04:C,05:C,06:A,07:G,08:C,09:D,10:H,11:J,12:C,13:I,14:A,15:H,16:B,17:H,18:H,19:G,20:G,21:J,22:J,23:I,24:C,25:D,26:C,27:I,28:I,29:C,30:H,31:I,32:D,33:D,34:F,35:C,36:H,37:C,38:B,39:I,40:F,41:F,42:J,43:C,44:F,45:D,46:I,47:I,48:A,49:I,50:D,51:B,52:A,53:J,54:F,55:B,56:C,57:G,58:C,59:F,60:B,61:A,62:C,63:G,64:F,65:D,66:D,67:I,68:G,69:A,70:I,71:I,72:C,73:D,74:E,75:I,76:H,77:B,78:F,79:C,80:A,81:C,82:G,83:G,84:F
Identify Dog Breeds (Huge BONUS),Identify the breeds of the dogs shown,"Huge BONUS, dog, breed, classify",$0.05,21600,1277,00:G,01:E,02:A,03:B,04:C,05:E,06:A,07:J,08:J,09:D,10:H,11:J,12:E,13:I,14:A,15:H,16:B,17:H,18:H,19:G,20:G,21:J,22:J,23:I,24:E,25:D,26:E,27:H,28:I,29:E,30:H,31:I,32:D,33:D,34:F,35:E,36:H,37:E,38:B,39:I,40:F,41:F,42:I,43:C,44:F,45:D,46:G,47:J,48:A,49:J,50:D,51:B,52:A,53:J,54:F,55:B,56:E,57:G,58:C,59:F,60:B,61:A,62:C,63:G,64:F,65:D,66:D,67:I,68:G,69:A,70:I,71:I,72:C,73:D,74:G,75:J,76:H,77:B,78:F,79:C,80:A,81:C,82:G,83:G,84:F
